,ID,Last,First,Player debut,Mgr debut,Coach debut,Ump debut,start_date,full_name
16846,sheat001,Shearn,Tom,08/26/2007,,,,2007-08-26,Tom Shearn
16859,sheea001,Sheets,Andy,04/22/1996,,,,1996-04-22,Andy Sheets
16860,sheeb001,Sheets,Ben,04/05/2001,,,,2001-04-05,Ben Sheets
16861,sheel001,Sheets,Larry,09/18/1984,,,,1984-09-18,Larry Sheets
16862,shefg001,Sheffield,Gary,09/03/1988,,,,1988-09-03,Gary Sheffield
16863,shelj001,Shelby,John,09/15/1981,,06/24/1998,,1981-09-15,John Shelby
16866,shels001,Sheldon,Scott,05/18/1997,,,,1997-05-18,Scott Sheldon
16867,shels002,Shell,Steven,06/22/2008,,,,2008-06-22,Steven Shell
16871,shelb001,Shelton,Ben,06/16/1993,,,,1993-06-16,Ben Shelton
16872,shelc001,Shelton,Chris,04/15/2004,,,,2004-04-15,Chris Shelton
16881,shepk001,Shepherd,Keith,09/06/1992,,,,1992-09-06,Keith Shepherd
16882,shepr001,Shepherd,Ron,09/05/1984,,,,1984-09-05,Ron Shepherd
16885,sherj001,Sherfy,Jimmie,08/20/2017,,,,2017-08-20,Jimmie Sherfy
16889,sherp001,Sheridan,Pat,09/16/1981,,,,1981-09-16,Pat Sheridan
16897,sherd001,Sherman,Darrell,04/08/1993,,,,1993-04-08,Darrell Sherman
16900,sherr001,Sherriff,Ryan,08/25/2017,,,,2017-08-25,Ryan Sherriff
16902,sherg001,Sherrill,George,07/16/2004,,,,2004-07-16,George Sherrill
16903,shert001,Sherrill,Tim,08/14/1990,,,,1990-08-14,Tim Sherrill
16914,shiej002,Shields,James,05/31/2006,,,,2006-05-31,James Shields
16916,shies002,Shields,Scot,05/26/2001,,,,2001-05-26,Scot Shields
16917,shies001,Shields,Steve,06/01/1985,,,,1985-06-01,Steve Shields
16918,shiet001,Shields,Tommy,07/25/1992,,,,1992-07-25,Tommy Shields
16920,shiej001,Shiell,Jason,09/08/2002,,,,2002-09-08,Jason Shiell
16922,shifs001,Shifflett,Steve,07/03/1992,,,,1992-07-03,Steve Shifflett
16924,shinz001,Shinall,Zak,05/12/1993,,,,1993-05-12,Zak Shinall
16927,shinr001,Shines,Razor,09/09/1983,,04/02/2007,,1983-09-09,Razor Shines
16928,shint001,Shinjo,Tsuyoshi,04/03/2001,,,,2001-04-03,Tsuyoshi Shinjo
16931,shipd001,Shipanoff,Dave,08/10/1985,,,,1985-08-10,Dave Shipanoff
16933,shipb001,Shipley,Braden,07/25/2016,,,,2016-07-25,Braden Shipley
16934,shipc001,Shipley,Craig,06/22/1986,,,,1986-06-22,Craig Shipley
16941,shirs101,Shirley,Steve,06/21/1982,,,,1982-06-21,Steve Shirley
16948,shoem001,Shoemaker,Matt,09/20/2013,,,,2013-09-20,Matt Shoemaker
16955,shopk001,Shoppach,Kelly,05/28/2005,,,,2005-05-28,Kelly Shoppach
16962,shorr001,Short,Rick,06/10/2005,,,,2005-06-10,Rick Short
16967,shoub001,Shouse,Brian,07/31/1993,,,,1993-07-31,Brian Shouse
16969,showe001,Show,Eric,09/02/1981,,,,1981-09-02,Eric Show
16971,shrec001,Shreve,Chasen,07/19/2014,,,,2014-07-19,Chasen Shreve
16975,shucj001,Shuck,J.B.,08/05/2011,,,,2011-08-05,J.B. Shuck
16976,shuep001,Shuey,Paul,05/08/1994,,,,1994-05-08,Paul Shuey
16980,shuma001,Shumaker,Anthony,07/23/1999,,,,1999-07-23,Anthony Shumaker
16982,shumt001,Shumpert,Terry,05/01/1990,,,,1990-05-01,Terry Shumpert
16985,siddj001,Siddall,Joe,07/28/1993,,,,1993-07-28,Joe Siddall
16994,siegk001,Siegrist,Kevin,06/06/2013,,,,2013-06-06,Kevin Siegrist
16996,sierc001,Sierra,Candy,04/06/1988,,,,1988-04-06,Candy Sierra
16997,sierm002,Sierra,Magneuris,05/07/2017,,,,2017-05-07,Magneuris Sierra
16998,sierm001,Sierra,Moises,07/31/2012,,,,2012-07-31,Moises Sierra
16999,sierr001,Sierra,Ruben,06/01/1986,,,,1986-06-01,Ruben Sierra
17008,sikob001,Sikorski,Brian,08/16/2000,,,,2000-08-16,Brian Sikorski
17011,silvc001,Silva,Carlos,04/01/2002,,,,2002-04-01,Carlos Silva
17013,silvj001,Silva,Jose,09/10/1996,,,,1996-09-10,Jose Silva
17014,silvw001,Silva,Walter,04/08/2009,,,,2009-04-08,Walter Silva
17019,silvd001,Silvestri,Dave,04/27/1992,,,,1992-04-27,Dave Silvestri
17022,simab001,Simas,Bill,08/15/1995,,,,1995-08-15,Bill Simas
17024,simma001,Simmons,Andrelton,06/02/2012,,,,2012-06-02,Andrelton Simmons
17025,simmb001,Simmons,Brian,09/21/1998,,,,1998-09-21,Brian Simmons
17031,simmn001,Simmons,Nelson,09/04/1984,,,,1984-09-04,Nelson Simmons
17033,simms001,Simmons,Shae,05/31/2014,,,,2014-05-31,Shae Simmons
17035,simmm001,Simms,Mike,09/05/1990,,,,1990-09-05,Mike Simms
17036,simoa001,Simon,Alfredo,09/06/2008,,,,2008-09-06,Alfredo Simon
17039,simor001,Simon,Randall,09/01/1997,,,,1997-09-01,Randall Simon
17041,simod001,Simons,Doug,04/09/1991,,,,1991-04-09,Doug Simons
17043,simoj001,Simontacchi,Jason,05/04/2002,,,,2002-05-04,Jason Simontacchi
17044,simpa001,Simpson,Allan,05/17/2004,,,,2004-05-17,Allan Simpson
17055,simsl001,Sims,Lucas,08/01/2017,,,,2017-08-01,Lucas Sims
17057,sinam001,Sinatro,Matt,09/22/1981,,04/27/1995,,1981-09-22,Matt Sinatro
17058,sincs001,Sinclair,Steve,04/25/1998,,,,1998-04-25,Steve Sinclair
17062,singc001,Singleton,Chris,04/10/1999,,,,1999-04-10,Chris Singleton
17063,singd001,Singleton,Duane,08/04/1994,,,,1994-08-04,Duane Singleton
17066,singj001,Singleton,Jon,06/03/2014,,,,2014-06-03,Jon Singleton
17069,sinkb001,Sinkbeil,Brett,09/15/2010,,,,2010-09-15,Brett Sinkbeil
17072,sippt001,Sipp,Tony,04/22/2009,,,,2009-04-22,Tony Sipp
17074,sirom001,Sirotka,Mike,07/19/1995,,,,1995-07-19,Mike Sirotka
17075,sisca001,Sisco,Andy,04/04/2005,,,,2005-04-04,Andy Sisco
17076,siscc001,Sisco,Chance,09/02/2017,,,,2017-09-02,Chance Sisco
17077,siscs001,Sisco,Steve,05/06/2000,,,,2000-05-06,Steve Sisco
17078,siskd001,Sisk,Doug,09/06/1982,,,,1982-09-06,Doug Sisk
17087,siwyj001,Siwy,Jim,08/20/1982,,,,1982-08-20,Jim Siwy
17089,sizeg001,Sizemore,Grady,07/21/2004,,,,2004-07-21,Grady Sizemore
17090,sizes001,Sizemore,Scott,04/05/2010,,,,2010-04-05,Scott Sizemore
17095,skagt001,Skaggs,Tyler,08/22/2012,,,,2012-08-22,Tyler Skaggs
17096,skalj001,Skalski,Joe,04/10/1989,,,,1989-04-10,Joe Skalski
17107,skinj001,Skinner,Joel,06/12/1983,7/11/2002,04/02/2001,,1983-06-12,Joel Skinner
17108,skipk001,Skipworth,Kyle,04/10/2013,,,,2013-04-10,Kyle Skipworth
17110,skoge001,Skoglund,Eric,05/30/2017,,,,2017-05-30,Eric Skoglund
17114,skrmm001,Skrmetta,Matt,06/06/2000,,,,2000-06-06,Matt Skrmetta
17115,skubb101,Skube,Bob,09/17/1982,,,,1982-09-17,Bob Skube
17121,slama001,Slama,Anthony,07/21/2010,,,,2010-07-21,Anthony Slama
17122,sland001,Slania,Dan,06/30/2017,,,,2017-06-30,Dan Slania
17125,slatd001,Slaten,Doug,09/04/2006,,,,2006-09-04,Doug Slaten
17126,slata001,Slater,Austin,06/02/2017,,,,2017-06-02,Austin Slater
17132,slaud001,Slaught,Don,07/06/1982,,04/03/2006,,1982-07-06,Don Slaught
17140,sledt001,Sledge,Terrmel,04/06/2004,,,,2004-04-06,Terrmel Sledge
17141,slega001,Slegers,Aaron,08/17/2017,,,,2017-08-17,Aaron Slegers
17147,slocb001,Slocum,Brian,04/22/2006,,,,2006-04-22,Brian Slocum
17149,sloch001,Slocumb,Heathcliff,04/11/1991,,,,1991-04-11,Heathcliff Slocumb
17150,slowk001,Slowey,Kevin,06/01/2007,,,,2007-06-01,Kevin Slowey
17151,slusj001,Slusarski,Joe,04/11/1991,,,,1991-04-11,Joe Slusarski
17153,smajc001,Smajstrla,Craig,09/06/1988,,,,1988-09-06,Craig Smajstrla
17154,smala001,Small,Aaron,06/11/1994,,,,1994-06-11,Aaron Small
17158,smalm001,Small,Mark,04/05/1996,,,,1996-04-05,Mark Small
17163,smarj001,Smart,J.D.,04/06/1999,,,,1999-04-06,J.D. Smart
17166,smilj001,Smiley,John,09/01/1986,,,,1986-09-01,John Smiley
17178,smitb102,Smith,Billy,06/09/1981,,,,1981-06-09,Billy Smith
17182,smitb006,Smith,Blake,09/10/2016,,,,2016-09-10,Blake Smith
17183,smitr003,Smith,Bob,03/31/1998,,,,1998-03-31,Bob Smith
17189,smitb003,Smith,Brian,09/11/2000,,,,2000-09-11,Brian Smith
17190,smitb002,Smith,Brick,09/13/1987,,,,1987-09-13,Brick Smith
17191,smitb001,Smith,Bryn,09/08/1981,,,,1981-09-08,Bryn Smith
17192,smitb004,Smith,Bud,06/10/2001,,,,2001-06-10,Bud Smith
17194,smitb005,Smith,Burch,05/11/2013,,,,2013-05-11,Burch Smith
17195,smitc006,Smith,Caleb,07/17/2017,,,,2017-07-17,Caleb Smith
17197,smitc004,Smith,Carson,09/01/2014,,,,2014-09-01,Carson Smith
17198,smitc003,Smith,Chad,06/22/2014,,,,2014-06-22,Chad Smith
17203,smitc101,Smith,Chris,05/14/1981,,,,1981-05-14,Chris Smith
17204,smitc002,Smith,Chris,06/21/2008,,,,2008-06-21,Chris Smith
17205,smitc005,Smith,Chris,06/27/2017,,,,2017-06-27,Chris Smith
17206,smitc001,Smith,Chuck,06/13/2000,,,,2000-06-13,Chuck Smith
17208,smitd006,Smith,Dan,06/08/1999,,,,1999-06-08,Dan Smith
17209,smitd005,Smith,Dan,09/12/1992,,,,1992-09-12,Dan Smith
17210,smitd004,Smith,Dar,09/18/1990,,,,1990-09-18,Dar Smith
17211,smitd001,Smith,Dave,04/11/1980,,04/04/1999,,1980-04-11,Dave Smith
17213,smitd002,Smith,Dave,09/18/1984,,,,1984-09-18,Dave Smith
17217,smitd008,Smith,Dominic,08/11/2017,,,,2017-08-11,Dominic Smith
17219,smitd003,Smith,Dwight,05/01/1989,,,,1989-05-01,Dwight Smith
17220,smitd007,Smith,Dwight,05/18/2017,,,,2017-05-18,Dwight Smith
17244,smitg002,Smith,Greg,04/09/2008,,,,2008-04-09,Greg Smith
17245,smitg001,Smith,Greg,09/02/1989,,,,1989-09-02,Greg Smith
17260,smitj005,Smith,Jake,09/07/2016,,,,2016-09-07,Jake Smith
17262,smitj001,Smith,Jason,06/17/2001,,,,2001-06-17,Jason Smith
17264,smitj101,Smith,Jim,04/12/1982,,,,1982-04-12,Jim Smith
17266,smitj002,Smith,Joe,04/01/2007,,,,2007-04-01,Joe Smith
17271,smitj003,Smith,Jordan,06/15/2010,,,,2010-06-15,Jordan Smith
17272,smitj004,Smith,Josh,06/23/2015,,,,2015-06-23,Josh Smith
17274,smitk001,Smith,Keith,04/12/1984,,,,1984-04-12,Keith Smith
17276,smitk102,Smith,Ken,09/22/1981,,,,1981-09-22,Ken Smith
17277,smitk002,Smith,Kevan,09/01/2016,,,,2016-09-01,Kevan Smith
17279,smitl001,Smith,Lee,09/01/1980,,,,1980-09-01,Lee Smith
17283,smitm007,Smith,Mallex,04/11/2016,,,,2016-04-11,Mallex Smith
17284,smitm004,Smith,Mark,05/14/1994,,,,1994-05-14,Mark Smith
17285,smitm101,Smith,Mark,08/12/1983,,,,1983-08-12,Mark Smith
17286,smitm006,Smith,Matt,04/14/2006,,,,2006-04-14,Matt Smith
17288,smitm005,Smith,Michael,04/26/2002,,,,2002-04-26,Michael Smith
17289,smitm001,Smith,Mike,04/06/1984,,,,1984-04-06,Mike Smith
17290,smitm003,Smith,Mike,06/30/1989,,,,1989-06-30,Mike Smith
17300,smitp001,Smith,Pete,09/08/1987,,,,1987-09-08,Pete Smith
17305,smitr102,Smith,Ray,04/09/1981,,,,1981-04-09,Ray Smith
17312,smitr004,Smith,Roy,05/26/2001,,,,2001-05-26,Roy Smith
17313,smitr001,Smith,Roy,06/23/1984,,,,1984-06-23,Roy Smith
17315,smits002,Smith,Seth,09/16/2007,,,,2007-09-16,Seth Smith
17325,smitt001,Smith,Travis,06/21/1998,,,,1998-06-21,Travis Smith
17326,smitt002,Smith,Tyler,06/02/2017,,,,2017-06-02,Tyler Smith
17330,smitw002,Smith,Will,05/23/2012,,,,2012-05-23,Will Smith
17331,smitw001,Smith,Willie,04/25/1994,,,,1994-04-25,Willie Smith
17333,smitz001,Smith,Zane,09/10/1984,,,,1984-09-10,Zane Smith
17335,smitr002,Smithberg,Roger,09/01/1993,,,,1993-09-01,Roger Smithberg
17336,smits001,Smitherman,Stephen,07/01/2003,,,,2003-07-01,Stephen Smitherman
17337,smitm002,Smithson,Mike,08/27/1982,,,,1982-08-27,Mike Smithson
17338,smoaj001,Smoak,Justin,04/23/2010,,,,2010-04-23,Justin Smoak
17339,smokj001,Smoker,Josh,08/19/2016,,,,2016-08-19,Josh Smoker
17340,smolj002,Smolinski,Jake,07/07/2014,,,,2014-07-07,Jake Smolinski
17342,smolj001,Smoltz,John,07/23/1988,,,,1988-07-23,John Smoltz
17346,smyld001,Smyly,Drew,04/12/2012,,,,2012-04-12,Drew Smyly
17349,smyts001,Smyth,Steve,08/06/2002,,,,2002-08-06,Steve Smyth
17351,snarr001,Snare,Ryan,08/06/2004,,,,2004-08-06,Ryan Snare
17352,sneae001,Snead,Esix,09/03/2002,,,,2002-09-03,Esix Snead
17355,snelb001,Snell,Blake,04/23/2016,,,,2016-04-23,Blake Snell
17357,sneli001,Snell,Ian,08/20/2004,,,,2004-08-20,Ian Snell
17358,sneln001,Snell,Nate,09/20/1984,,,,1984-09-20,Nate Snell
17360,snelc001,Snelling,Chris,05/25/2002,,,,2002-05-25,Chris Snelling
17362,snidt001,Snider,Travis,08/29/2008,,,,2008-08-29,Travis Snider
17363,snidv001,Snider,Van,09/02/1988,,,,1988-09-02,Van Snider
17369,snods001,Snodgress,Scott,09/03/2014,,,,2014-09-03,Scott Snodgress
17371,snopc001,Snopek,Chris,07/31/1995,,,,1995-07-31,Chris Snopek
17374,snowj001,Snow,J.T.,09/20/1992,,,,1992-09-20,J.T. Snow
17377,snydb002,Snyder,Brad,09/07/2010,,,,2010-09-07,Brad Snyder
17378,snydb003,Snyder,Brandon,09/10/2010,,,,2010-09-10,Brandon Snyder
17379,snydb001,Snyder,Brian,05/25/1985,,,,1985-05-25,Brian Snyder
17381,snydc002,Snyder,Chris,08/21/2004,,,,2004-08-21,Chris Snyder
17384,snydc001,Snyder,Cory,06/13/1986,,,,1986-06-13,Cory Snyder
17385,snyde001,Snyder,Earl,04/28/2002,,,,2002-04-28,Earl Snyder
17393,snydj001,Snyder,John,06/30/1998,,,,1998-06-30,John Snyder
17395,snydk001,Snyder,Kyle,05/01/2003,,,,2003-05-01,Kyle Snyder
17400,sobks001,Sobkowiak,Scott,10/07/2001,,,,2001-10-07,Scott Sobkowiak
17402,socom001,Socolovich,Miguel,07/14/2012,,,,2012-07-14,Miguel Socolovich
17405,sodes001,Soderstrom,Steve,09/17/1996,,,,1996-09-17,Steve Soderstrom
17406,sodoc001,Sodowsky,Clint,09/04/1995,,,,1995-09-04,Clint Sodowsky
17407,soffr001,Soff,Ray,07/17/1986,,,,1986-07-17,Ray Soff
17409,sogae001,Sogard,Eric,09/14/2010,,,,2010-09-14,Eric Sogard
17410,sojol001,Sojo,Luis,07/14/1990,,03/30/2004,,1990-07-14,Luis Sojo
17412,solad001,Solano,Donovan,05/21/2012,,,,2012-05-21,Donovan Solano
17413,solaj002,Solano,Jhonatan,05/29/2012,,,,2012-05-29,Jhonatan Solano
17414,solaj001,Solano,Julio,04/05/1983,,,,1983-04-05,Julio Solano
17415,solay001,Solarte,Yangervis,04/02/2014,,,,2014-04-02,Yangervis Solarte
17416,solea001,Soler,Alay,05/24/2006,,,,2006-05-24,Alay Soler
17417,solej001,Soler,Jorge,08/27/2014,,,,2014-08-27,Jorge Soler
17418,solia001,Solis,Ali,09/16/2012,,,,2012-09-16,Ali Solis
17420,solis001,Solis,Sammy,04/30/2015,,,,2015-04-30,Sammy Solis
17434,somsl001,Somsen,Layne,05/14/2016,,,,2016-05-14,Layne Somsen
17436,sonna001,Sonnanstine,Andy,06/05/2007,,,,2007-06-05,Andy Sonnanstine
17438,sorez001,Sorensen,Zach,06/03/2003,,,,2003-06-03,Zach Sorensen
17439,sorij001,Soria,Joakim,04/04/2007,,,,2007-04-04,Joakim Soria
17440,soria001,Soriano,Alfonso,09/14/1999,,,,1999-09-14,Alfonso Soriano
17441,sorir001,Soriano,Rafael,05/10/2002,,,,2002-05-10,Rafael Soriano
17445,sorrp001,Sorrento,Paul,09/08/1989,,04/02/2014,,1989-09-08,Paul Sorrento
17447,sosah001,Sosa,Henry,08/10/2011,,,,2011-08-10,Henry Sosa
17448,sosaj002,Sosa,Jorge,04/04/2002,,,,2002-04-04,Jorge Sosa
17450,sosaj001,Sosa,Juan,09/10/1999,,,,1999-09-10,Juan Sosa
17451,sosas001,Sosa,Sammy,06/16/1989,,,,1989-06-16,Sammy Sosa
17454,sotog001,Soto,Geovany,09/23/2005,,,,2005-09-23,Geovany Soto
17455,sotog002,Soto,Giovanni,09/05/2015,,,,2015-09-05,Giovanni Soto
17457,soton001,Soto,Neftali,05/18/2013,,,,2013-05-18,Neftali Soto
17462,souzm101,Souza,Mark,04/22/1980,,,,1980-04-22,Mark Souza
17463,souzs001,Souza,Steven,04/13/2014,,,,2014-04-13,Steven Souza
17467,sowej001,Sowers,Jeremy,06/25/2006,,,,2006-06-25,Jeremy Sowers
17473,spand001,Span,Denard,04/06/2008,,,,2008-04-06,Denard Span
17475,spanc001,Spangenberg,Cory,09/01/2014,,,,2014-09-01,Cory Spangenberg
17478,sparg001,Sparkman,Glenn,06/30/2017,,,,2017-06-30,Glenn Sparkman
17480,sparj001,Sparks,Jeff,09/12/1999,,,,1999-09-12,Jeff Sparks
17482,spars001,Sparks,Steve,04/28/1995,,,,1995-04-28,Steve Sparks
17483,spars002,Sparks,Steve,07/19/2000,,,,2000-07-19,Steve Sparks
17488,spean001,Spears,Nate,09/06/2011,,,,2011-09-06,Nate Spears
17489,specc001,Speck,Cliff,07/30/1986,,,,1986-07-30,Cliff Speck
17494,speht001,Spehr,Tim,07/18/1991,,,,1991-07-18,Tim Spehr
17496,speij001,Speier,Justin,05/27/1998,,,,1998-05-27,Justin Speier
17497,speir001,Speier,Ryan,04/04/2005,,,,2005-04-04,Ryan Speier
17498,speil001,Speigner,Levale,04/02/2007,,,,2007-04-02,Levale Speigner
17501,spenj001,Spence,Josh,06/24/2011,,,,2011-06-24,Josh Spence
17511,spens003,Spencer,Sean,05/06/1999,,,,1999-05-06,Sean Spencer
17512,spens001,Spencer,Shane,04/10/1998,,,,1998-04-10,Shane Spencer
17513,spens002,Spencer,Stan,08/27/1998,,,,1998-08-27,Stan Spencer
17525,spieb001,Spiers,Bill,04/07/1989,,,,1989-04-07,Bill Spiers
17528,spies001,Spiezio,Scott,09/14/1996,,,,1996-09-14,Scott Spiezio
17530,spilr001,Spilborghs,Ryan,07/16/2005,,,,2005-07-16,Ryan Spilborghs
17536,spivj001,Spivey,Junior,06/02/2001,,,,2001-06-02,Junior Spivey
17540,spolp001,Spoljaric,Paul,04/06/1994,,,,1994-04-06,Paul Spoljaric
17543,spoot001,Spooneybarger,Tim,09/05/2001,,,,2001-09-05,Tim Spooneybarger
17545,spraj001,Spradlin,Jerry,07/02/1993,,,,1993-07-02,Jerry Spradlin
17549,sprae001,Sprague,Ed,05/07/1991,,,,1991-05-07,Ed Sprague
17555,sprid001,Springer,Dennis,09/13/1995,,,,1995-09-13,Dennis Springer
17557,sprig001,Springer,George,04/16/2014,,,,2014-04-16,George Springer
17558,sprir001,Springer,Russ,04/17/1992,,,,1992-04-17,Russ Springer
17559,spris001,Springer,Steve,05/22/1990,,,,1990-05-22,Steve Springer
17565,spruz001,Spruill,Zeke,06/21/2013,,,,2013-06-21,Zeke Spruill
17567,spurj001,Spurgeon,Jay,08/15/2000,,,,2000-08-15,Jay Spurgeon
17568,spurc001,Spurling,Chris,04/02/2003,,,,2003-04-02,Chris Spurling
17572,stclr001,St. Claire,Randy,09/11/1984,,03/31/2003,,1984-09-11,Randy St. Claire
17573,stpim001,St. Pierre,Max,09/04/2010,,,,2010-09-04,Max St. Pierre
17576,stabg101,Stablein,George,09/20/1980,,,,1980-09-20,George Stablein
17591,stahs001,Stahoviak,Scott,09/10/1993,,,,1993-09-10,Scott Stahoviak
17594,staim001,Stairs,Matt,05/29/1992,,04/02/2017,,1992-05-29,Matt Stairs
17602,stalj001,Stallings,Jacob,06/19/2016,,,,2016-06-19,Jacob Stallings
17604,stamc001,Stammen,Craig,05/21/2009,,,,2009-05-21,Craig Stammen
17608,stanj001,Standridge,Jason,07/29/2001,,,,2001-07-29,Jason Standridge
17611,stanr002,Stanek,Ryne,05/14/2017,,,,2017-05-14,Ryne Stanek
17613,stanj002,Stanford,Jason,07/06/2003,,,,2003-07-06,Jason Stanford
17614,stand001,Stange,Daniel,04/29/2010,,,,2010-04-29,Daniel Stange
17617,stanp001,Stanicek,Pete,09/01/1987,,,,1987-09-01,Pete Stanicek
17618,stans001,Stanicek,Steve,09/16/1987,,,,1987-09-16,Steve Stanicek
17619,stanr001,Stanifer,Rob,05/03/1997,,,,1997-05-03,Rob Stanifer
17622,stana001,Stankiewicz,Andy,04/11/1992,,,,1992-04-11,Andy Stankiewicz
17626,stanc002,Stanley,Cody,04/26/2015,,,,2015-04-26,Cody Stanley
17632,stanm002,Stanley,Mike,06/24/1986,,04/01/2002,,1986-06-24,Mike Stanley
17633,stanc001,Stansberry,Craig,08/25/2007,,,,2007-08-25,Craig Stansberry
17637,stanm004,Stanton,Giancarlo,06/08/2010,,,,2010-06-08,Giancarlo Stanton
17640,stanm003,Stanton,Mike,08/24/1989,,,,1989-08-24,Mike Stanton
17643,stapd001,Stapleton,Dave,05/30/1980,,,,1980-05-30,Dave Stapleton
17644,stapd002,Stapleton,Dave,09/14/1987,,,,1987-09-14,Dave Stapleton
17646,stard001,Stark,Denny,09/15/1999,,,,1999-09-15,Denny Stark
17649,starm001,Stark,Matt,04/08/1987,,,,1987-04-08,Matt Stark
17658,stasb001,Stassi,Brock,04/03/2017,,,,2017-04-03,Brock Stassi
17659,stasm001,Stassi,Max,08/20/2013,,,,2013-08-20,Max Stassi
17660,statd001,Staton,Dave,09/08/1993,,,,1993-09-08,Dave Staton
17665,staut001,Stauffer,Tim,05/11/2005,,,,2005-05-11,Tim Stauffer
17666,stavn001,Stavinoha,Nick,06/22/2008,,,,2008-06-22,Nick Stavinoha
17671,stecg001,Stechschulte,Gene,04/20/2000,,,,2000-04-20,Gene Stechschulte
17672,stecd001,Steckenrider,Drew,05/24/2017,,,,2017-05-24,Drew Steckenrider
17678,steej001,Steels,Jim,04/06/1987,,,,1987-04-06,Jim Steels
17681,steek001,Steenstra,Kennie,05/21/1998,,,,1998-05-21,Kennie Steenstra
17684,stefj001,Stefero,John,06/24/1983,,,,1983-06-24,John Stefero
17687,steib002,Stein,Blake,05/10/1998,,,,1998-05-10,Blake Stein
17694,steit001,Steinbach,Terry,09/12/1986,,04/01/2013,,1986-09-12,Terry Steinbach
17704,steir001,Steirer,Rick,08/05/1982,,,,1982-08-05,Rick Steirer
17710,stemj101,Stember,Jeff,08/05/1980,,,,1980-08-05,Jeff Stember
17711,stems001,Stemle,Steve,05/26/2005,,,,2005-05-26,Steve Stemle
17715,stenm001,Stenhouse,Mike,10/03/1982,,,,1982-10-03,Mike Stenhouse
17717,stend001,Stenson,Dernell,08/13/2003,,,,2003-08-13,Dernell Stenson
17724,stepj002,Stephens,Jackson,07/01/2017,,,,2017-07-01,Jackson Stephens
17726,stepj001,Stephens,John,07/30/2002,,,,2002-07-30,John Stephens
17727,stepr001,Stephens,Ray,09/20/1990,,,,1990-09-20,Ray Stephens
17732,stepg001,Stephenson,Garrett,07/25/1996,,,,1996-07-25,Garrett Stephenson
17736,stepp001,Stephenson,Phil,04/05/1989,,,,1989-04-05,Phil Stephenson
17738,stepr002,Stephenson,Robert,04/07/2016,,,,2016-04-07,Robert Stephenson
17742,stera001,Stern,Adam,07/07/2005,,,,2005-07-07,Adam Stern
17744,stetm001,Stetter,Mitch,09/01/2007,,,,2007-09-01,Mitch Stetter
17747,stevd001,Stevens,Dave,05/20/1994,,,,1994-05-20,Dave Stevens
17749,stevj001,Stevens,Jeff,07/10/2009,,,,2009-07-10,Jeff Stevens
17752,stevl001,Stevens,Lee,07/16/1990,,,,1990-07-16,Lee Stevens
17755,steva001,Stevenson,Andrew,07/23/2017,,,,2017-07-23,Andrew Stevenson
17756,stevt001,Steverson,Todd,04/28/1995,,04/06/2009,,1995-04-28,Todd Steverson
17758,stewa001,Stewart,Andy,09/06/1997,,,,1997-09-06,Andy Stewart
17762,stewb001,Stewart,Brock,06/29/2016,,,,2016-06-29,Brock Stewart
17765,stewc001,Stewart,Chris,09/06/2006,,,,2006-09-06,Chris Stewart
17770,stewi001,Stewart,Ian,08/11/2007,,,,2007-08-11,Ian Stewart
17774,stewj001,Stewart,Josh,04/06/2003,,,,2003-04-06,Josh Stewart
17780,stews003,Stewart,Scott,04/05/2001,,,,2001-04-05,Scott Stewart
17781,stews002,Stewart,Shannon,09/02/1995,,,,1995-09-02,Shannon Stewart
17784,stewz001,Stewart,Zach,06/16/2011,,,,2011-06-16,Zach Stewart
17785,stidp001,Stidham,Phil,06/04/1994,,,,1994-06-04,Phil Stidham
17791,stilk001,Stillwell,Kurt,04/13/1986,,,,1986-04-13,Kurt Stillwell
17793,stimc101,Stimac,Craig,08/12/1980,,,,1980-08-12,Craig Stimac
17797,stink001,Stinnett,Kelly,04/05/1994,,,,1994-04-05,Kelly Stinnett
17799,stinj001,Stinson,Josh,09/02/2011,,,,2011-09-02,Josh Stinson
17802,stitm001,Stites,Matt,06/19/2014,,,,2014-06-19,Matt Stites
17807,stock001,Stocker,Kevin,07/07/1993,,,,1993-07-07,Kevin Stocker
17808,stocm001,Stocker,Mel,09/01/2007,,,,2007-09-01,Mel Stocker
17809,stocp001,Stockman,Phil,06/15/2006,,,,2006-06-15,Phil Stockman
17812,stodb001,Stoddard,Bob,09/04/1981,,,,1981-09-04,Bob Stoddard
17817,stokb001,Stokes,Brian,09/03/2006,,,,2006-09-03,Brian Stokes
17825,stonj001,Stone,Jeff,09/09/1983,,,,1983-09-09,Jeff Stone
17827,stonr001,Stone,Ricky,09/21/2001,,,,2001-09-21,Ricky Stone
17835,stont001,Stoner,Tobi,09/10/2009,,,,2009-09-10,Tobi Stoner
17836,stooj001,Stoops,Jim,09/09/1998,,,,1998-09-09,Jim Stoops
17838,stord001,Storen,Drew,05/17/2010,,,,2010-05-17,Drew Storen
17839,storm001,Storey,Mickey,08/03/2012,,,,2012-08-03,Mickey Storey
17843,stort001,Story,Trevor,04/04/2016,,,,2016-04-04,Trevor Story
17844,stotm001,Stottlemyre,Mel,07/17/1990,,05/08/2009,,1990-07-17,Mel Stottlemyre
17846,stott001,Stottlemyre,Todd,04/06/1988,,04/02/2017,,1988-04-06,Todd Stottlemyre
17849,stovd001,Stovall,DaRond,04/01/1998,,,,1998-04-01,DaRond Stovall
